name,camera_id
Garsjø,864
865,865
Øksne,865
866,866
867,867
868,868
Rute 6/10?,868
869,869
870,870
Bogsvea,870
871,871
Otteråsen,871
872,872
Nordsjøen,872
873,873
Skjeftbekken,873
874,874
Talnesberget,874
875,875
Ravnklevskjæra,875
876,876
877,877
Grønberget,877
878,878
"Nyslåtta, Slettås",878
879,879
Tverrena,879
880,880
Okshammeren,880
881,881
Blekufjellet,881
882,882
Revbakkvegen,882
883,883
Veggersætra,883
884,884
Lettanoppi,884
885,885
Lysegga,885
886,886
887,887
Laupåsen,887
888,888
Horsfjordbrua,888
889,889
Kveinå,889
890,890
Sørbergli,890
891,891
Gråfjell,891
892,892
Dypaunet,892
893,893
Trongsundet,893
894,894
Slettbakken,894
895,895
Finnoladørja,895
896,896
897,897
898,898
Heimstad,898
899,899
Blindneset,899
900,900
Terråk,900
901,901
Landdalen punkt 2,901
902,902
Hombornes,902
903,903
Bekkevold,903
904,904
Bordvika,904
905,905
Sæterlandet,905
906,906
Gåsheia,906
907,907
Eide,907
908,908
Drevja,908
909,909
Drevvatn,909
910,910
Breivika,910
911,911
Aspvika,911
912,912
Hongset,912
913,913
Steinsdalen,913
914,914
Gaupa,914
915,915
916,916
Vikamyra,916
917,917
Masstuodden,917
918,918
Damsætra,918
919,919
Valberg/Kviting,919
920,920
Dragåsen/Forslandsdalen,920
921,921
Sørelva/Fagervika,921
922,922
Ulvangen/Lia,922
923,923
Levangskardet,923
924,924
Hundåla,924
925,925
926,926
Fusta,926
927,927
Langåsen,927
928,928
Vikdalen,928
929,929
Gardberget,929
930,930
931,931
Vasslia,931
932,932
Tøysmyrskaret,932
933,933
Åsen,933
934,934
Brueng,934
935,935
Brennan,935
936,936
Skjådalen,936
937,937
Lyngbakken,937
938,938
Knyken/Solhuslykkja,938
939,939
Bjørnevatn V,939
940,940
Kløftåsen,940
941,941
Elsfjord,941
942,942
943,943
944,944
945,945
946,946
Stigen,946
947,947
Luktvatn,947
948,948
Herringen,948
949,949
Andalen,949
950,950
Lauknes,950
951,951
Bønåvatn,951
952,952
Tøymtjønna,952
953,953
954,954
955,955
Ukkelfora,955
956,956
Damlia,956
957,957
Husdal,957
958,958
Krokå,958
959,959
Roberget ovom Botnan,959
960,960
Muruåsen,960
961,961
Tenåsen,961
962,962
Tyttebærveien,962
963,963
Melvasslia,963
964,964
Fenestunellen,964
965,965
Berg,965
966,966
Husuberget S,966
967,967
Husuberget N,967
968,968
Husuberget Ø,968
969,969
Huldretjern,969
970,970
Slottet,970
971,971
Ravnåsen 2,971
972,972
973,973
Stupulmyra,973
974,974
Tennel,974
975,975
Gaupeskaret,975
976,976
Bjergård,976
977,977
978,978
979,979
980,980
Fåberg,980
981,981
982,982
Ringsåssætra,982
983,983
Väne-ryr,983
984,984
985,985
986,986
987,987
988,988
989,989
990,990
991,991
992,992
993,993
994,994
995,995
996,996
997,997
998,998
999,999
1000,1000
1001,1001
1002,1002
1003,1003
1004,1004
1005,1005
1006,1006
1007,1007
1008,1008
1009,1009
1010,1010
1011,1011
1012,1012
1013,1013
1014,1014
1015,1015
1016,1016
1017,1017
1018,1018
1019,1019
1020,1020
1021,1021
1022,1022
1023,1023
1024,1024
1025,1025
1026,1026
1027,1027
1028,1028
1029,1029
1030,1030
1031,1031
1032,1032
1033,1033
1034,1034
1035,1035
1036,1036
1037,1037
1038,1038
1039,1039
1040,1040
1041,1041
1042,1042
1043,1043
1044,1044
1045,1045
1046,1046
1047,1047
1048,1048
1049,1049
1050,1050
1051,1051
1052,1052
1053,1053
1054,1054
1055,1055
1056,1056
1057,1057
1058,1058
1059,1059
1060,1060
1061,1061
1062,1062
1063,1063
1064,1064
1065,1065
1066,1066
1067,1067
1068,1068
1069,1069
1070,1070
1071,1071
1072,1072
1073,1073
1074,1074
1075,1075
1076,1076
1077,1077
1078,1078
1079,1079
1080,1080
1081,1081
1082,1082
1083,1083
1084,1084
1085,1085
1086,1086
1087,1087
1088,1088
1089,1089
1090,1090
1091,1091
1092,1092
1093,1093
1094,1094
1095,1095
1096,1096
1097,1097
1098,1098
1099,1099
1100,1100
Molberget,1100
1101,1101
1102,1102
1103,1103
1104,1104
1105,1105
1106,1106
Svarttjønndalen,1106
1107,1107
1108,1108
1109,1109
1110,1110
1111,1111
1112,1112
1113,1113
1114,1114
1115,1115
1116,1116
1117,1117
Fjell nord,1117
1118,1118
Høybråthen,1118
1119,1119
Frosterud,1119
1120,1120
1121,1121
Botner N,1121
1122,1122
Botner S,1122
1123,1123
1124,1124
1125,1125
1126,1126
1127,1127
Åkredammen,1127
1128,1128
Vasskleiv,1128
1129,1129
Eftan,1129
1130,1130
Tørnes,1130
1131,1131
Henseidbakken,1131
1132,1132
Lysetjern,1132
1133,1133
Svartflaukilen,1133
